id,name,year,month,val,vol,unit_value
Endive/escarole -2012-04,Endive/escarole,2012.0,4.0,395.0,296.0,1.33
Eggplant -2012-10,Eggplant,2012.0,10.0,1858.0,3555.0,0.52
Asparagus -2012-02,Asparagus,2012.0,2.0,6252.0,4181.0,1.5
Eggplant -2012-08,Eggplant,2012.0,8.0,785.0,1593.0,0.49
Artichokes -2016-04,Artichokes,2016.0,4.0,446.0,519.0,0.86
Vegetables other ⁿ-2016-04,Vegetables other ⁿ,2016.0,4.0,27072.0,43760.0,0.62
Potatoes -2016-08,Potatoes,2016.0,8.0,0.0,0.0,0.0
Potatoes -2014-03,Potatoes,2014.0,3.0,14923.0,70320.0,0.21
Mushrooms other -2016-01,Mushrooms other,2016.0,1.0,458.0,118.0,3.88
Spinach -2012-09,Spinach,2012.0,9.0,5674.0,3474.0,1.63
Broccoli -2014-02,Broccoli,2014.0,2.0,9221.0,22144.0,0.42
Celery -2012-06,Celery,2012.0,6.0,6746.0,26554.0,0.25
Snap beans -2016-01,Snap beans,2016.0,1.0,3368.0,2296.0,1.47
Cabbage -2013-05,Cabbage,2013.0,5.0,4124.0,12914.0,0.32
Sweet corn -2015-01,Sweet corn,2015.0,1.0,1753.0,4096.0,0.43
Broccoli -2012-04,Broccoli,2012.0,4.0,13472.0,32450.0,0.42
Cabbage -2012-10,Cabbage,2012.0,10.0,1918.0,5973.0,0.32
Endive/escarole -2015-01,Endive/escarole,2015.0,1.0,657.0,687.0,0.96
Potatoes -2013-04,Potatoes,2013.0,4.0,14585.0,80150.0,0.18
Tomatoes round -2013-03,Tomatoes round,2013.0,3.0,12294.0,16973.0,0.72
Mushrooms other -2016-02,Mushrooms other,2016.0,2.0,371.0,109.0,3.39
Snap beans -2012-06,Snap beans,2012.0,6.0,4433.0,6086.0,0.73
Tomatoes roma (plum) -2016-04,Tomatoes roma (plum),2016.0,4.0,725.0,1356.0,0.54
Mushrooms Agaricus ⁿ-2016-04,Mushrooms Agaricus ⁿ,2016.0,4.0,821.0,448.0,1.83
Onions bulb ⁿ-2012-06,Onions bulb ⁿ,2012.0,6.0,13344.0,37583.0,0.36
Cucumbers -2013-04,Cucumbers,2013.0,4.0,1056.0,2009.0,0.53
Green peas -2012-03,Green peas,2012.0,3.0,1039.0,561.0,1.85
Sweet corn -2016-06,Sweet corn,2016.0,6.0,0.0,0.0,0.0
Garlic -2016-05,Garlic,2016.0,5.0,0.0,0.0,0.0
Asparagus -2013-07,Asparagus,2013.0,7.0,887.0,356.0,2.49
Endive/escarole -2014-01,Endive/escarole,2014.0,1.0,641.0,750.0,0.86
Beets -2014-01,Beets,2014.0,1.0,1862.0,4164.0,0.45
Brussels sprouts -2014-08,Brussels sprouts,2014.0,8.0,494.0,567.0,0.87
Artichokes -2012-11,Artichokes,2012.0,11.0,363.0,499.0,0.73
Cabbage -2015-04,Cabbage,2015.0,4.0,3610.0,11265.0,0.32
Eggplant -2014-02,Eggplant,2014.0,2.0,796.0,1769.0,0.45
Mushrooms other -2014-09,Mushrooms other,2014.0,9.0,1197.0,223.0,5.36
Garlic -2012-04,Garlic,2012.0,4.0,834.0,1161.0,0.72
Lettuce other -2014-10,Lettuce other,2014.0,10.0,33538.0,42537.0,0.79
Mushrooms other -2013-02,Mushrooms other,2013.0,2.0,293.0,102.0,2.88
Eggplant -2016-07,Eggplant,2016.0,7.0,0.0,0.0,0.0
Lettuce head ⁿ-2012-01,Lettuce head ⁿ,2012.0,1.0,7114.0,23435.0,0.3
Spinach -2015-12,Spinach,2015.0,12.0,10850.0,7330.0,1.48
Cucumbers -2016-12,Cucumbers,2016.0,12.0,0.0,0.0,0.0
Spinach -2014-01,Spinach,2014.0,1.0,10753.0,7842.0,1.37
Tomatoes round -2012-02,Tomatoes round,2012.0,2.0,8645.0,14741.0,0.59
Potatoes -2013-12,Potatoes,2013.0,12.0,14467.0,75886.0,0.19
Spinach -2016-08,Spinach,2016.0,8.0,0.0,0.0,0.0
Mushrooms Agaricus ⁿ-2012-10,Mushrooms Agaricus ⁿ,2012.0,10.0,2617.0,1177.0,2.22
Mushrooms other -2014-01,Mushrooms other,2014.0,1.0,251.0,75.0,3.33
Cauliflower -2014-02,Cauliflower,2014.0,2.0,10088.0,23338.0,0.43
Garlic -2015-12,Garlic,2015.0,12.0,1217.0,1586.0,0.77
Garlic -2015-04,Garlic,2015.0,4.0,857.0,1020.0,0.84
Potatoes -2015-04,Potatoes,2015.0,4.0,11838.0,57761.0,0.2
Vegetables other ⁿ-2015-03,Vegetables other ⁿ,2015.0,3.0,25378.0,41866.0,0.61
Mushrooms Agaricus ⁿ-2016-10,Mushrooms Agaricus ⁿ,2016.0,10.0,0.0,0.0,0.0
Spinach -2013-04,Spinach,2013.0,4.0,8825.0,6863.0,1.29
Tomatoes roma (plum) -2014-03,Tomatoes roma (plum),2014.0,3.0,869.0,1783.0,0.49
Lettuce other -2014-06,Lettuce other,2014.0,6.0,32378.0,38439.0,0.84
Cucumbers -2015-02,Cucumbers,2015.0,2.0,1550.0,2952.0,0.52
Mushrooms Agaricus ⁿ-2015-04,Mushrooms Agaricus ⁿ,2015.0,4.0,1104.0,750.0,1.47
Lettuce head ⁿ-2015-08,Lettuce head ⁿ,2015.0,8.0,9130.0,21082.0,0.43
Mushrooms other -2015-07,Mushrooms other,2015.0,7.0,374.0,147.0,2.54
Cauliflower -2015-08,Cauliflower,2015.0,8.0,6694.0,12786.0,0.52
Garlic -2014-07,Garlic,2014.0,7.0,1447.0,1757.0,0.82
Cucumbers -2012-08,Cucumbers,2012.0,8.0,685.0,1362.0,0.5
Cabbage -2012-07,Cabbage,2012.0,7.0,2315.0,6890.0,0.34
Beets -2014-06,Beets,2014.0,6.0,1610.0,3314.0,0.49
Endive/escarole -2016-05,Endive/escarole,2016.0,5.0,0.0,0.0,0.0
Lettuce other -2013-04,Lettuce other,2013.0,4.0,32700.0,45372.0,0.72
Snap beans -2014-09,Snap beans,2014.0,9.0,1580.0,1238.0,1.28
Potatoes -2014-09,Potatoes,2014.0,9.0,16129.0,73097.0,0.22
Mushrooms Agaricus ⁿ-2016-11,Mushrooms Agaricus ⁿ,2016.0,11.0,0.0,0.0,0.0
Broccoli -2015-12,Broccoli,2015.0,12.0,10334.0,14016.0,0.74
Cabbage -2012-04,Cabbage,2012.0,4.0,3011.0,9555.0,0.32
Tomatoes cherry -2015-06,Tomatoes cherry,2015.0,6.0,1970.0,1927.0,1.02
Brussels sprouts -2016-12,Brussels sprouts,2016.0,12.0,0.0,0.0,0.0
Sweet corn -2014-11,Sweet corn,2014.0,11.0,1585.0,4024.0,0.39
Snap beans -2016-11,Snap beans,2016.0,11.0,0.0,0.0,0.0
Snap beans -2014-11,Snap beans,2014.0,11.0,4385.0,4050.0,1.08
Lettuce head ⁿ-2015-06,Lettuce head ⁿ,2015.0,6.0,9951.0,24285.0,0.41
Onions bulb ⁿ-2014-11,Onions bulb ⁿ,2014.0,11.0,16844.0,71536.0,0.24
Cucumbers -2012-10,Cucumbers,2012.0,10.0,2066.0,3924.0,0.53
Artichokes -2014-01,Artichokes,2014.0,1.0,440.0,484.0,0.91
Truffles -2014-09,Truffles,2014.0,9.0,11.0,1.0,9.02
Peppers ⁿ-2016-11,Peppers ⁿ,2016.0,11.0,0.0,0.0,0.0
Endive/escarole -2016-10,Endive/escarole,2016.0,10.0,0.0,0.0,0.0
Cauliflower -2013-09,Cauliflower,2013.0,9.0,7588.0,15291.0,0.5
Brussels sprouts -2016-09,Brussels sprouts,2016.0,9.0,0.0,0.0,0.0
Tomatoes cherry -2016-11,Tomatoes cherry,2016.0,11.0,0.0,0.0,0.0
Cauliflower -2016-03,Cauliflower,2016.0,3.0,12141.0,26145.0,0.46
Cabbage -2014-11,Cabbage,2014.0,11.0,2199.0,7051.0,0.31
Truffles -2016-06,Truffles,2016.0,6.0,0.0,0.0,0.0
Spinach -2015-05,Spinach,2015.0,5.0,11657.0,7831.0,1.49
Celery -2016-03,Celery,2016.0,3.0,8436.0,25950.0,0.33
Lettuce head ⁿ-2013-03,Lettuce head ⁿ,2013.0,3.0,10998.0,21483.0,0.51
Cucumbers -2016-06,Cucumbers,2016.0,6.0,0.0,0.0,0.0
Garlic -2013-04,Garlic,2013.0,4.0,832.0,1056.0,0.79
Mushrooms other -2013-06,Mushrooms other,2013.0,6.0,949.0,122.0,7.76
Spinach -2015-03,Spinach,2015.0,3.0,10989.0,8049.0,1.37
Cauliflower -2012-10,Cauliflower,2012.0,10.0,7917.0,21439.0,0.37
Spinach -2016-05,Spinach,2016.0,5.0,0.0,0.0,0.0
Potatoes -2013-08,Potatoes,2013.0,8.0,22338.0,112268.0,0.2
Onions bulb ⁿ-2013-07,Onions bulb ⁿ,2013.0,7.0,16413.0,62558.0,0.26
Brussels sprouts -2013-10,Brussels sprouts,2013.0,10.0,1055.0,1410.0,0.75
Pumpkin/squash/gourds -2012-10,Pumpkin/squash/gourds,2012.0,10.0,1957.0,3554.0,0.55
Mushrooms Agaricus ⁿ-2013-07,Mushrooms Agaricus ⁿ,2013.0,7.0,1733.0,1260.0,1.38
Eggplant -2015-05,Eggplant,2015.0,5.0,1381.0,2545.0,0.54
Snap beans -2012-01,Snap beans,2012.0,1.0,3488.0,3341.0,1.04
Mushrooms Agaricus ⁿ-2015-03,Mushrooms Agaricus ⁿ,2015.0,3.0,1111.0,726.0,1.53
Artichokes -2013-04,Artichokes,2013.0,4.0,536.0,606.0,0.89
Sweet corn -2013-06,Sweet corn,2013.0,6.0,12142.0,40425.0,0.3
Carrots -2016-02,Carrots,2016.0,2.0,7559.0,16140.0,0.47
Peppers ⁿ-2014-10,Peppers ⁿ,2014.0,10.0,6160.0,9332.0,0.66
Asparagus -2014-06,Asparagus,2014.0,6.0,1754.0,896.0,1.96
Tomatoes round -2014-03,Tomatoes round,2014.0,3.0,11430.0,14586.0,0.78
Cauliflower -2015-10,Cauliflower,2015.0,10.0,9313.0,14405.0,0.65
Celery -2015-01,Celery,2015.0,1.0,8627.0,26380.0,0.33
Artichokes -2015-12,Artichokes,2015.0,12.0,197.0,171.0,1.15
Sweet potatoes -2012-07,Sweet potatoes,2012.0,7.0,5686.0,17489.0,0.33
Artichokes -2012-04,Artichokes,2012.0,4.0,581.0,781.0,0.74
Tomatoes cherry -2016-10,Tomatoes cherry,2016.0,10.0,0.0,0.0,0.0
Lettuce head ⁿ-2016-05,Lettuce head ⁿ,2016.0,5.0,0.0,0.0,0.0
Carrots -2015-04,Carrots,2015.0,4.0,9785.0,23086.0,0.42
Onions bulb ⁿ-2014-07,Onions bulb ⁿ,2014.0,7.0,16471.0,54138.0,0.3
Celery -2015-02,Celery,2015.0,2.0,5922.0,19890.0,0.3
Lettuce head ⁿ-2012-03,Lettuce head ⁿ,2012.0,3.0,6412.0,23486.0,0.27
Brussels sprouts -2016-07,Brussels sprouts,2016.0,7.0,0.0,0.0,0.0
Beets -2012-06,Beets,2012.0,6.0,1158.0,2386.0,0.49
Endive/escarole -2016-06,Endive/escarole,2016.0,6.0,0.0,0.0,0.0
Sweet corn -2015-02,Sweet corn,2015.0,2.0,1114.0,2610.0,0.43
Garlic -2012-12,Garlic,2012.0,12.0,1062.0,1314.0,0.81
Cabbage -2016-01,Cabbage,2016.0,1.0,3728.0,11902.0,0.31
Celery -2015-06,Celery,2015.0,6.0,7655.0,25479.0,0.3
Broccoli -2015-06,Broccoli,2015.0,6.0,11552.0,20426.0,0.57
Vegetables other ⁿ-2016-05,Vegetables other ⁿ,2016.0,5.0,0.0,0.0,0.0
Spinach -2012-04,Spinach,2012.0,4.0,7988.0,6038.0,1.32
Eggplant -2014-03,Eggplant,2014.0,3.0,940.0,1861.0,0.51
Endive/escarole -2014-04,Endive/escarole,2014.0,4.0,565.0,633.0,0.89
Celery -2016-01,Celery,2016.0,1.0,12761.0,20615.0,0.62
Green peas -2012-06,Green peas,2012.0,6.0,3651.0,1647.0,2.22
Cucumbers -2016-11,Cucumbers,2016.0,11.0,0.0,0.0,0.0
Carrots -2016-07,Carrots,2016.0,7.0,0.0,0.0,0.0
Mushrooms other -2015-12,Mushrooms other,2015.0,12.0,1024.0,195.0,5.25
Brussels sprouts -2016-05,Brussels sprouts,2016.0,5.0,0.0,0.0,0.0
Beets -2013-10,Beets,2013.0,10.0,985.0,1983.0,0.5
Celery -2015-05,Celery,2015.0,5.0,8866.0,26245.0,0.34
Lettuce other -2015-08,Lettuce other,2015.0,8.0,24464.0,30421.0,0.8
Lettuce head ⁿ-2016-11,Lettuce head ⁿ,2016.0,11.0,0.0,0.0,0.0
Snap beans -2015-06,Snap beans,2015.0,6.0,4453.0,4848.0,0.92
Tomatoes cherry -2013-03,Tomatoes cherry,2013.0,3.0,1222.0,1462.0,0.84
Lettuce head ⁿ-2013-10,Lettuce head ⁿ,2013.0,10.0,10534.0,23058.0,0.46
Sweet potatoes -2016-04,Sweet potatoes,2016.0,4.0,16192.0,47361.0,0.34
Cabbage -2013-06,Cabbage,2013.0,6.0,4260.0,13397.0,0.32
Carrots -2014-12,Carrots,2014.0,12.0,10909.0,21019.0,0.52
Snap beans -2013-12,Snap beans,2013.0,12.0,4231.0,4354.0,0.97
Truffles -2012-08,Truffles,2012.0,8.0,12.0,14.0,0.89
Cucumbers -2013-05,Cucumbers,2013.0,5.0,1333.0,2529.0,0.53
Peppers ⁿ-2014-05,Peppers ⁿ,2014.0,5.0,11389.0,13096.0,0.87
Onions bulb ⁿ-2015-12,Onions bulb ⁿ,2015.0,12.0,14497.0,52920.0,0.27
Onions bulb ⁿ-2015-03,Onions bulb ⁿ,2015.0,3.0,9614.0,37067.0,0.26
Tomatoes cherry -2016-01,Tomatoes cherry,2016.0,1.0,1051.0,976.0,1.08
Spinach -2012-10,Spinach,2012.0,10.0,6584.0,4681.0,1.41
Vegetables other ⁿ-2015-11,Vegetables other ⁿ,2015.0,11.0,26383.0,40071.0,0.66
Tomatoes cherry -2014-08,Tomatoes cherry,2014.0,8.0,1131.0,1266.0,0.89
Broccoli -2016-10,Broccoli,2016.0,10.0,0.0,0.0,0.0
Garlic -2016-03,Garlic,2016.0,3.0,896.0,864.0,1.04
Brussels sprouts -2015-07,Brussels sprouts,2015.0,7.0,537.0,642.0,0.84
Lettuce other -2016-12,Lettuce other,2016.0,12.0,0.0,0.0,0.0
Lettuce other -2013-11,Lettuce other,2013.0,11.0,31785.0,42971.0,0.74
Potatoes -2015-01,Potatoes,2015.0,1.0,12120.0,63144.0,0.19
Mushrooms Agaricus ⁿ-2015-12,Mushrooms Agaricus ⁿ,2015.0,12.0,1707.0,851.0,2.01
Endive/escarole -2014-09,Endive/escarole,2014.0,9.0,373.0,391.0,0.95
Asparagus -2012-12,Asparagus,2012.0,12.0,796.0,327.0,2.43
Sweet potatoes -2014-02,Sweet potatoes,2014.0,2.0,9471.0,25753.0,0.37
Garlic -2014-11,Garlic,2014.0,11.0,1230.0,1285.0,0.96
Lettuce head ⁿ-2015-05,Lettuce head ⁿ,2015.0,5.0,11575.0,28476.0,0.41
Sweet potatoes -2012-03,Sweet potatoes,2012.0,3.0,7786.0,22689.0,0.34
Onions bulb ⁿ-2013-11,Onions bulb ⁿ,2013.0,11.0,22299.0,86083.0,0.26
Peppers ⁿ-2016-06,Peppers ⁿ,2016.0,6.0,0.0,0.0,0.0
Sweet potatoes -2012-09,Sweet potatoes,2012.0,9.0,7353.0,20965.0,0.35
Celery -2013-09,Celery,2013.0,9.0,4852.0,14627.0,0.33
Mushrooms Agaricus ⁿ-2012-01,Mushrooms Agaricus ⁿ,2012.0,1.0,1983.0,1500.0,1.32
Peppers ⁿ-2012-01,Peppers ⁿ,2012.0,1.0,6768.0,9234.0,0.73
Sweet corn -2016-12,Sweet corn,2016.0,12.0,0.0,0.0,0.0
Endive/escarole -2012-02,Endive/escarole,2012.0,2.0,543.0,710.0,0.76
Vegetables other ⁿ-2016-06,Vegetables other ⁿ,2016.0,6.0,0.0,0.0,0.0
Spinach -2014-08,Spinach,2014.0,8.0,7674.0,4553.0,1.69
Garlic -2016-06,Garlic,2016.0,6.0,0.0,0.0,0.0
Snap beans -2015-07,Snap beans,2015.0,7.0,2125.0,1868.0,1.14
Lettuce head ⁿ-2015-09,Lettuce head ⁿ,2015.0,9.0,8175.0,15599.0,0.52
Truffles -2014-02,Truffles,2014.0,2.0,29.0,21.0,1.37
Onions bulb ⁿ-2016-03,Onions bulb ⁿ,2016.0,3.0,13072.0,38001.0,0.34
Celery -2015-08,Celery,2015.0,8.0,4862.0,14011.0,0.35
Artichokes -2012-12,Artichokes,2012.0,12.0,506.0,623.0,0.81
Pumpkin/squash/gourds -2013-12,Pumpkin/squash/gourds,2013.0,12.0,2512.0,6164.0,0.41
Cucumbers -2014-04,Cucumbers,2014.0,4.0,912.0,1737.0,0.52
Artichokes -2016-08,Artichokes,2016.0,8.0,0.0,0.0,0.0
Tomatoes roma (plum) -2013-07,Tomatoes roma (plum),2013.0,7.0,990.0,1856.0,0.53
Carrots -2016-10,Carrots,2016.0,10.0,0.0,0.0,0.0
Carrots -2015-12,Carrots,2015.0,12.0,7504.0,15260.0,0.49
Asparagus -2014-03,Asparagus,2014.0,3.0,5548.0,3727.0,1.49
Cabbage -2012-06,Cabbage,2012.0,6.0,3177.0,9692.0,0.33
Tomatoes cherry -2012-10,Tomatoes cherry,2012.0,10.0,718.0,1251.0,0.57
Brussels sprouts -2014-11,Brussels sprouts,2014.0,11.0,1408.0,1685.0,0.84
Sweet potatoes -2012-12,Sweet potatoes,2012.0,12.0,8241.0,23784.0,0.35
Endive/escarole -2015-11,Endive/escarole,2015.0,11.0,617.0,754.0,0.82
Artichokes -2015-06,Artichokes,2015.0,6.0,260.0,281.0,0.93
Artichokes -2014-06,Artichokes,2014.0,6.0,267.0,229.0,1.16
Cabbage -2014-03,Cabbage,2014.0,3.0,3253.0,10116.0,0.32
Lettuce other -2013-09,Lettuce other,2013.0,9.0,29356.0,37288.0,0.79
Brussels sprouts -2015-12,Brussels sprouts,2015.0,12.0,2083.0,2974.0,0.7
Tomatoes roma (plum) -2014-02,Tomatoes roma (plum),2014.0,2.0,732.0,1516.0,0.48
Peppers ⁿ-2015-05,Peppers ⁿ,2015.0,5.0,10080.0,13548.0,0.74
Eggplant -2015-12,Eggplant,2015.0,12.0,882.0,1799.0,0.49
Pumpkin/squash/gourds -2015-08,Pumpkin/squash/gourds,2015.0,8.0,1252.0,2106.0,0.59
Cabbage -2013-11,Cabbage,2013.0,11.0,2302.0,7046.0,0.33
Eggplant -2013-09,Eggplant,2013.0,9.0,972.0,1741.0,0.56
Mushrooms other -2012-03,Mushrooms other,2012.0,3.0,712.0,165.0,4.31
Truffles -2016-08,Truffles,2016.0,8.0,0.0,0.0,0.0
Carrots -2016-03,Carrots,2016.0,3.0,9097.0,20849.0,0.44
Cabbage -2014-08,Cabbage,2014.0,8.0,2202.0,6849.0,0.32
Vegetables other ⁿ-2014-02,Vegetables other ⁿ,2014.0,2.0,18765.0,27056.0,0.69
Peppers ⁿ-2015-12,Peppers ⁿ,2015.0,12.0,7433.0,9851.0,0.75
Potatoes -2013-05,Potatoes,2013.0,5.0,19201.0,89340.0,0.21
Broccoli -2016-07,Broccoli,2016.0,7.0,0.0,0.0,0.0
Beets -2012-05,Beets,2012.0,5.0,1589.0,3603.0,0.44
Vegetables other ⁿ-2015-06,Vegetables other ⁿ,2015.0,6.0,24688.0,37087.0,0.67
Lettuce other -2012-09,Lettuce other,2012.0,9.0,28126.0,34864.0,0.81
Green peas -2013-09,Green peas,2013.0,9.0,5172.0,3376.0,1.53
Potatoes -2016-07,Potatoes,2016.0,7.0,0.0,0.0,0.0
Carrots -2016-12,Carrots,2016.0,12.0,0.0,0.0,0.0
Tomatoes round -2016-08,Tomatoes round,2016.0,8.0,0.0,0.0,0.0
Cauliflower -2016-05,Cauliflower,2016.0,5.0,0.0,0.0,0.0
Green peas -2012-10,Green peas,2012.0,10.0,3085.0,1859.0,1.66
Truffles -2016-11,Truffles,2016.0,11.0,0.0,0.0,0.0
Tomatoes round -2014-08,Tomatoes round,2014.0,8.0,8341.0,15473.0,0.54
Truffles -2012-01,Truffles,2012.0,1.0,49.0,56.0,0.89
Tomatoes roma (plum) -2016-01,Tomatoes roma (plum),2016.0,1.0,1243.0,1648.0,0.75
Sweet corn -2014-12,Sweet corn,2014.0,12.0,1271.0,2870.0,0.44
Cucumbers -2014-11,Cucumbers,2014.0,11.0,1908.0,3635.0,0.52
Carrots -2014-10,Carrots,2014.0,10.0,5508.0,9569.0,0.58
Tomatoes round -2016-05,Tomatoes round,2016.0,5.0,0.0,0.0,0.0
Mushrooms other -2015-04,Mushrooms other,2015.0,4.0,287.0,68.0,4.2
Eggplant -2013-03,Eggplant,2013.0,3.0,798.0,1322.0,0.6
Cucumbers -2012-11,Cucumbers,2012.0,11.0,1479.0,2803.0,0.53
Cauliflower -2012-11,Cauliflower,2012.0,11.0,10743.0,24942.0,0.43
Cauliflower -2014-09,Cauliflower,2014.0,9.0,6889.0,13009.0,0.53
Cabbage -2015-10,Cabbage,2015.0,10.0,3221.0,9834.0,0.33
Cauliflower -2013-07,Cauliflower,2013.0,7.0,8636.0,19885.0,0.43
Garlic -2012-07,Garlic,2012.0,7.0,792.0,895.0,0.88
Endive/escarole -2016-12,Endive/escarole,2016.0,12.0,0.0,0.0,0.0
Carrots -2016-05,Carrots,2016.0,5.0,0.0,0.0,0.0
Sweet corn -2013-01,Sweet corn,2013.0,1.0,1768.0,4651.0,0.38
Green peas -2012-01,Green peas,2012.0,1.0,933.0,432.0,2.16
Tomatoes roma (plum) -2015-10,Tomatoes roma (plum),2015.0,10.0,634.0,998.0,0.64
Onions bulb ⁿ-2016-06,Onions bulb ⁿ,2016.0,6.0,0.0,0.0,0.0
Peppers ⁿ-2014-06,Peppers ⁿ,2014.0,6.0,12079.0,13471.0,0.9
Artichokes -2013-10,Artichokes,2013.0,10.0,321.0,437.0,0.74
Sweet corn -2014-09,Sweet corn,2014.0,9.0,700.0,1251.0,0.56
Tomatoes cherry -2013-11,Tomatoes cherry,2013.0,11.0,1235.0,1319.0,0.94
Pumpkin/squash/gourds -2016-02,Pumpkin/squash/gourds,2016.0,2.0,1585.0,3713.0,0.43
Pumpkin/squash/gourds -2015-04,Pumpkin/squash/gourds,2015.0,4.0,2912.0,7673.0,0.38
Mushrooms other -2013-04,Mushrooms other,2013.0,4.0,253.0,73.0,3.48
Vegetables other ⁿ-2015-05,Vegetables other ⁿ,2015.0,5.0,29854.0,46003.0,0.65
Carrots -2015-03,Carrots,2015.0,3.0,9953.0,21950.0,0.45
Carrots -2013-03,Carrots,2013.0,3.0,13959.0,29588.0,0.47
Tomatoes round -2014-02,Tomatoes round,2014.0,2.0,9669.0,13310.0,0.73
Asparagus -2014-05,Asparagus,2014.0,5.0,5764.0,2905.0,1.98
Cauliflower -2016-06,Cauliflower,2016.0,6.0,0.0,0.0,0.0
Truffles -2016-05,Truffles,2016.0,5.0,0.0,0.0,0.0
Mushrooms other -2014-07,Mushrooms other,2014.0,7.0,398.0,140.0,2.85
Endive/escarole -2013-09,Endive/escarole,2013.0,9.0,409.0,509.0,0.8
Potatoes -2015-11,Potatoes,2015.0,11.0,14244.0,68123.0,0.21
Potatoes -2015-02,Potatoes,2015.0,2.0,11572.0,56575.0,0.2
Cauliflower -2013-06,Cauliflower,2013.0,6.0,12041.0,26405.0,0.46
Celery -2013-10,Celery,2013.0,10.0,5963.0,18530.0,0.32
Vegetables other ⁿ-2016-11,Vegetables other ⁿ,2016.0,11.0,0.0,0.0,0.0
Endive/escarole -2015-03,Endive/escarole,2015.0,3.0,831.0,887.0,0.94
Carrots -2013-07,Carrots,2013.0,7.0,10558.0,21275.0,0.5
Spinach -2014-10,Spinach,2014.0,10.0,9138.0,6059.0,1.51
Eggplant -2016-09,Eggplant,2016.0,9.0,0.0,0.0,0.0
Garlic -2016-04,Garlic,2016.0,4.0,1064.0,986.0,1.08
Spinach -2016-01,Spinach,2016.0,1.0,12058.0,8179.0,1.47
Lettuce other -2012-06,Lettuce other,2012.0,6.0,27817.0,33728.0,0.82
Mushrooms other -2014-11,Mushrooms other,2014.0,11.0,1918.0,345.0,5.56
Sweet potatoes -2012-04,Sweet potatoes,2012.0,4.0,6166.0,20108.0,0.31
Sweet potatoes -2014-01,Sweet potatoes,2014.0,1.0,8946.0,25159.0,0.36
Snap beans -2013-05,Snap beans,2013.0,5.0,4813.0,5238.0,0.92
Tomatoes cherry -2012-02,Tomatoes cherry,2012.0,2.0,185.0,268.0,0.69
Tomatoes cherry -2016-06,Tomatoes cherry,2016.0,6.0,0.0,0.0,0.0
Garlic -2015-03,Garlic,2015.0,3.0,900.0,1033.0,0.87
Potatoes -2016-10,Potatoes,2016.0,10.0,0.0,0.0,0.0
Artichokes -2014-04,Artichokes,2014.0,4.0,522.0,718.0,0.73
Snap beans -2014-05,Snap beans,2014.0,5.0,5453.0,5113.0,1.07
Tomatoes round -2012-07,Tomatoes round,2012.0,7.0,12386.0,21693.0,0.57
Truffles -2012-09,Truffles,2012.0,9.0,8.0,5.0,1.67
Sweet potatoes -2016-05,Sweet potatoes,2016.0,5.0,0.0,0.0,0.0
Garlic -2014-01,Garlic,2014.0,1.0,2184.0,2728.0,0.8
Mushrooms other -2013-10,Mushrooms other,2013.0,10.0,1649.0,308.0,5.36
Sweet potatoes -2012-01,Sweet potatoes,2012.0,1.0,7391.0,23219.0,0.32
Carrots -2013-01,Carrots,2013.0,1.0,10980.0,21103.0,0.52
Cauliflower -2014-08,Cauliflower,2014.0,8.0,6041.0,12909.0,0.47
Spinach -2012-12,Spinach,2012.0,12.0,7837.0,6470.0,1.21
Tomatoes roma (plum) -2015-03,Tomatoes roma (plum),2015.0,3.0,1406.0,2230.0,0.63
Eggplant -2014-04,Eggplant,2014.0,4.0,1099.0,1961.0,0.56
Broccoli -2013-09,Broccoli,2013.0,9.0,9638.0,17794.0,0.54
Tomatoes roma (plum) -2013-03,Tomatoes roma (plum),2013.0,3.0,1216.0,2287.0,0.53
Onions bulb ⁿ-2016-05,Onions bulb ⁿ,2016.0,5.0,0.0,0.0,0.0
Sweet potatoes -2012-10,Sweet potatoes,2012.0,10.0,5907.0,18198.0,0.32
Eggplant -2013-06,Eggplant,2013.0,6.0,1966.0,3628.0,0.54
Endive/escarole -2015-04,Endive/escarole,2015.0,4.0,590.0,709.0,0.83
Endive/escarole -2015-10,Endive/escarole,2015.0,10.0,578.0,722.0,0.8
Cabbage -2012-09,Cabbage,2012.0,9.0,1611.0,4926.0,0.33
Endive/escarole -2016-03,Endive/escarole,2016.0,3.0,731.0,670.0,1.09
Artichokes -2015-05,Artichokes,2015.0,5.0,320.0,353.0,0.91
Carrots -2013-12,Carrots,2013.0,12.0,10757.0,20344.0,0.53
Tomatoes round -2013-06,Tomatoes round,2013.0,6.0,10324.0,17552.0,0.59
Broccoli -2012-12,Broccoli,2012.0,12.0,11418.0,25894.0,0.44
Tomatoes round -2012-06,Tomatoes round,2012.0,6.0,12924.0,19622.0,0.66
Green peas -2012-09,Green peas,2012.0,9.0,3549.0,1692.0,2.1
Tomatoes cherry -2015-04,Tomatoes cherry,2015.0,4.0,687.0,1199.0,0.57
Eggplant -2014-10,Eggplant,2014.0,10.0,1710.0,3444.0,0.5
Artichokes -2013-01,Artichokes,2013.0,1.0,179.0,251.0,0.72
Snap beans -2014-10,Snap beans,2014.0,10.0,4810.0,4912.0,0.98
Eggplant -2013-07,Eggplant,2013.0,7.0,2026.0,3368.0,0.6
Sweet corn -2015-05,Sweet corn,2015.0,5.0,10926.0,36485.0,0.3
Mushrooms Agaricus ⁿ-2012-08,Mushrooms Agaricus ⁿ,2012.0,8.0,1067.0,788.0,1.36
